pageid,title,fullurl
19192,26th Founding,https://warhammer40k.fandom.com/wiki/26th_Founding
21608,Adamant Fury,https://warhammer40k.fandom.com/wiki/Adamant_Fury
23014,Acuitor Mech-Assassin,https://warhammer40k.fandom.com/wiki/Acuitor_Mech-Assassin
25138,'Ardboy,https://warhammer40k.fandom.com/wiki/%27Ardboy
25493,Abdemon,https://warhammer40k.fandom.com/wiki/Abdemon
25718,Accursed Crozius,https://warhammer40k.fandom.com/wiki/Accursed_Crozius
26256,'Stonetooth' Harker,https://warhammer40k.fandom.com/wiki/%27Stonetooth%27_Harker
28891,13th/5th Imperial Army,https://warhammer40k.fandom.com/wiki/13th/5th_Imperial_Army
32188,Abyssal Staff,https://warhammer40k.fandom.com/wiki/Abyssal_Staff
32287,Abyss-class Battleship,https://warhammer40k.fandom.com/wiki/Abyss-class_Battleship
40010,1st Black Crusade,https://warhammer40k.fandom.com/wiki/1st_Black_Crusade
40630,2nd Black Crusade,https://warhammer40k.fandom.com/wiki/2nd_Black_Crusade
40691,3rd Black Crusade,https://warhammer40k.fandom.com/wiki/3rd_Black_Crusade
40692,4th Black Crusade,https://warhammer40k.fandom.com/wiki/4th_Black_Crusade
40693,5th Black Crusade,https://warhammer40k.fandom.com/wiki/5th_Black_Crusade
40762,6th Black Crusade,https://warhammer40k.fandom.com/wiki/6th_Black_Crusade
40764,8th Black Crusade,https://warhammer40k.fandom.com/wiki/8th_Black_Crusade
40766,10th Black Crusade,https://warhammer40k.fandom.com/wiki/10th_Black_Crusade
40767,11th Black Crusade,https://warhammer40k.fandom.com/wiki/11th_Black_Crusade
42273,'Eclipse' Shield Generator,https://warhammer40k.fandom.com/wiki/%27Eclipse%27_Shield_Generator
51441,Abominable Intelligence,https://warhammer40k.fandom.com/wiki/Abominable_Intelligence
66205,Accipiters,https://warhammer40k.fandom.com/wiki/Accipiters
66650,Abominatus,https://warhammer40k.fandom.com/wiki/Abominatus
66740,2nd Founding,https://warhammer40k.fandom.com/wiki/2nd_Founding
69781,Acolyte,https://warhammer40k.fandom.com/wiki/Acolyte
71143,9th Iotan Gorgonnes,https://warhammer40k.fandom.com/wiki/9th_Iotan_Gorgonnes
71158,22nd Thetoid Gryphonnes,https://warhammer40k.fandom.com/wiki/22nd_Thetoid_Gryphonnes
71160,29th Zetic Tygers,https://warhammer40k.fandom.com/wiki/29th_Zetic_Tygers
71162,32nd Thetoid Eagles,https://warhammer40k.fandom.com/wiki/32nd_Thetoid_Eagles
71164,33rd Deltic Phoenixes,https://warhammer40k.fandom.com/wiki/33rd_Deltic_Phoenixes
71166,34th Betic Centaurs,https://warhammer40k.fandom.com/wiki/34th_Betic_Centaurs
71170,34th Psian Vipers,https://warhammer40k.fandom.com/wiki/34th_Psian_Vipers
71174,43rd Iotan Dragons,https://warhammer40k.fandom.com/wiki/43rd_Iotan_Dragons
71176,54th Psian Jakals,https://warhammer40k.fandom.com/wiki/54th_Psian_Jakals
71180,55th Alphic Hydras,https://warhammer40k.fandom.com/wiki/55th_Alphic_Hydras
71184,55th Kappic Eagles,https://warhammer40k.fandom.com/wiki/55th_Kappic_Eagles
71190,62nd Rhoin Cobras,https://warhammer40k.fandom.com/wiki/62nd_Rhoin_Cobras
71192,68th Deltic Lions,https://warhammer40k.fandom.com/wiki/68th_Deltic_Lions
71210,73rd Epsilic Eagles,https://warhammer40k.fandom.com/wiki/73rd_Epsilic_Eagles
71211,86th Deltic Dragons,https://warhammer40k.fandom.com/wiki/86th_Deltic_Dragons
71214,88th Alphic Lions,https://warhammer40k.fandom.com/wiki/88th_Alphic_Lions
71216,99th Deltic Gorgonnes,https://warhammer40k.fandom.com/wiki/99th_Deltic_Gorgonnes
71220,101st Betic Dragons,https://warhammer40k.fandom.com/wiki/101st_Betic_Dragons
71223,133rd Lambdan Lions,https://warhammer40k.fandom.com/wiki/133rd_Lambdan_Lions
71224,394th Deltic Lions,https://warhammer40k.fandom.com/wiki/394th_Deltic_Lions
71225,50th Kappic Eagles,https://warhammer40k.fandom.com/wiki/50th_Kappic_Eagles
71229,196th Iotan Gryphonnes,https://warhammer40k.fandom.com/wiki/196th_Iotan_Gryphonnes
72396,4th Founding,https://warhammer40k.fandom.com/wiki/4th_Founding
72519,A Safe and Shadowed Place (Short Story),https://warhammer40k.fandom.com/wiki/A_Safe_and_Shadowed_Place_(Short_Story)
72655,13th Wulfen Company,https://warhammer40k.fandom.com/wiki/13th_Wulfen_Company
73666,55th Alphic Hyrdras,https://warhammer40k.fandom.com/wiki/55th_Alphic_Hyrdras
74251,13th Great Company,https://warhammer40k.fandom.com/wiki/13th_Great_Company
74462,13th Black Crusade,https://warhammer40k.fandom.com/wiki/13th_Black_Crusade
75396,Acheron Campaign,https://warhammer40k.fandom.com/wiki/Acheron_Campaign
75513,27th Founding,https://warhammer40k.fandom.com/wiki/27th_Founding
76614,Absolvor Bolt Pistol,https://warhammer40k.fandom.com/wiki/Absolvor_Bolt_Pistol
76839,Adeptus Astartes Aviation,https://warhammer40k.fandom.com/wiki/Adeptus_Astartes_Aviation
77147,Abheilüng,https://warhammer40k.fandom.com/wiki/Abheil%C3%BCng
77458,Acastus Knight Porphyrion,https://warhammer40k.fandom.com/wiki/Acastus_Knight_Porphyrion
77953,47th Thetoid Dragons,https://warhammer40k.fandom.com/wiki/47th_Thetoid_Dragons
77954,835th Psian Pegasi,https://warhammer40k.fandom.com/wiki/835th_Psian_Pegasi
77955,5th Betan Tygers,https://warhammer40k.fandom.com/wiki/5th_Betan_Tygers
77956,196th Omicroid Hydras,https://warhammer40k.fandom.com/wiki/196th_Omicroid_Hydras
77957,7th Epsiloid Hawks,https://warhammer40k.fandom.com/wiki/7th_Epsiloid_Hawks
77958,14th Alphic Dragons,https://warhammer40k.fandom.com/wiki/14th_Alphic_Dragons
77959,3rd Alphic Jackals,https://warhammer40k.fandom.com/wiki/3rd_Alphic_Jackals
77960,33rd Zetan Falcons,https://warhammer40k.fandom.com/wiki/33rd_Zetan_Falcons
77961,88th Kappic Phoenixes,https://warhammer40k.fandom.com/wiki/88th_Kappic_Phoenixes
78099,Adeptus Non,https://warhammer40k.fandom.com/wiki/Adeptus_Non
78261,Acheron-Pattern Flame Cannon,https://warhammer40k.fandom.com/wiki/Acheron-Pattern_Flame_Cannon
78462,A Deeper Darkness (Anthology Short Story),https://warhammer40k.fandom.com/wiki/A_Deeper_Darkness_(Anthology_Short_Story)
78526,A Lesson In Darkness (Audio Drama),https://warhammer40k.fandom.com/wiki/A_Lesson_In_Darkness_(Audio_Drama)
78797,Achilles-Alpha Pattern Land Raider,https://warhammer40k.fandom.com/wiki/Achilles-Alpha_Pattern_Land_Raider
79925,A Ghost Return (Short Story),https://warhammer40k.fandom.com/wiki/A_Ghost_Return_(Short_Story)
79949,A Good Man (Anthology Short Story),https://warhammer40k.fandom.com/wiki/A_Good_Man_(Anthology_Short_Story)
81143,Adeptus Astartes Homeworld,https://warhammer40k.fandom.com/wiki/Adeptus_Astartes_Homeworld
81493,Abrial's Claw,https://warhammer40k.fandom.com/wiki/Abrial%27s_Claw
81577,Acothyst,https://warhammer40k.fandom.com/wiki/Acothyst
81792,Accelerator Cannon,https://warhammer40k.fandom.com/wiki/Accelerator_Cannon
82270,Abdul Goldberg,https://warhammer40k.fandom.com/wiki/Abdul_Goldberg
82469,Acolyte Iconward,https://warhammer40k.fandom.com/wiki/Acolyte_Iconward
82510,Acolyte Hybrid,https://warhammer40k.fandom.com/wiki/Acolyte_Hybrid
82581,Aberrant,https://warhammer40k.fandom.com/wiki/Aberrant
82582,Aberrant Hypermorph,https://warhammer40k.fandom.com/wiki/Aberrant_Hypermorph
82587,Abominant,https://warhammer40k.fandom.com/wiki/Abominant
82636,Achilles Ridgerunner,https://warhammer40k.fandom.com/wiki/Achilles_Ridgerunner
83296,Acastus Knight Asterius,https://warhammer40k.fandom.com/wiki/Acastus_Knight_Asterius
83490,Abhorrent-class Knight,https://warhammer40k.fandom.com/wiki/Abhorrent-class_Knight
83843,Accelerator Autocannon,https://warhammer40k.fandom.com/wiki/Accelerator_Autocannon
84053,Acheran,https://warhammer40k.fandom.com/wiki/Acheran
84569,Absolla Root,https://warhammer40k.fandom.com/wiki/Absolla_Root
84587,Achilus Crusade,https://warhammer40k.fandom.com/wiki/Achilus_Crusade
84613,Acheros Salient,https://warhammer40k.fandom.com/wiki/Acheros_Salient
85407,Acuitor Set,https://warhammer40k.fandom.com/wiki/Acuitor_Set
85820,Abhumans,https://warhammer40k.fandom.com/wiki/Abhumans
87284,Adamantine Lions,https://warhammer40k.fandom.com/wiki/Adamantine_Lions
87339,Aberrus System,https://warhammer40k.fandom.com/wiki/Aberrus_System
87405,9th Founding,https://warhammer40k.fandom.com/wiki/9th_Founding
87458,Abstractionism,https://warhammer40k.fandom.com/wiki/Abstractionism
87582,Adeptus Mechanicus Cruiser,https://warhammer40k.fandom.com/wiki/Adeptus_Mechanicus_Cruiser
87858,Adamant Resolve,https://warhammer40k.fandom.com/wiki/Adamant_Resolve
88023,APDS-6a Defender,https://warhammer40k.fandom.com/wiki/APDS-6a_Defender
88494,Adamantine,https://warhammer40k.fandom.com/wiki/Adamantine
88744,Aaron Dembski-Bowden,https://warhammer40k.fandom.com/wiki/Aaron_Dembski-Bowden
89385,Abrasax,https://warhammer40k.fandom.com/wiki/Abrasax
89473,Adamus Temple,https://warhammer40k.fandom.com/wiki/Adamus_Temple
89719,Abiding Mantle,https://warhammer40k.fandom.com/wiki/Abiding_Mantle
89909,Achaemenid Empire,https://warhammer40k.fandom.com/wiki/Achaemenid_Empire
90175,A.N-vyl,https://warhammer40k.fandom.com/wiki/A.N-vyl
90420,Adeptus Fidicius,https://warhammer40k.fandom.com/wiki/Adeptus_Fidicius
91012,Adept,https://warhammer40k.fandom.com/wiki/Adept
91251,13th Station of Passage,https://warhammer40k.fandom.com/wiki/13th_Station_of_Passage
91303,41 Pry,https://warhammer40k.fandom.com/wiki/41_Pry
91331,Accursed Demesne,https://warhammer40k.fandom.com/wiki/Accursed_Demesne
91361,Adedeji,https://warhammer40k.fandom.com/wiki/Adedeji
91374,39th Millennium,https://warhammer40k.fandom.com/wiki/39th_Millennium
91375,30th Millennium,https://warhammer40k.fandom.com/wiki/30th_Millennium
91378,36th Millennium,https://warhammer40k.fandom.com/wiki/36th_Millennium
91379,41st Millennium,https://warhammer40k.fandom.com/wiki/41st_Millennium
91624,Adeptus Ministorum Priest,https://warhammer40k.fandom.com/wiki/Adeptus_Ministorum_Priest
91625,Adeptus Ministorum priest,https://warhammer40k.fandom.com/wiki/Adeptus_Ministorum_priest
91747,Abelard Werserian,https://warhammer40k.fandom.com/wiki/Abelard_Werserian
91808,32nd Millennium,https://warhammer40k.fandom.com/wiki/32nd_Millennium
91827,31st Millennium,https://warhammer40k.fandom.com/wiki/31st_Millennium
91839,3rd Millennium,https://warhammer40k.fandom.com/wiki/3rd_Millennium
91888,40th Millennium,https://warhammer40k.fandom.com/wiki/40th_Millennium
91934,35th Millennium,https://warhammer40k.fandom.com/wiki/35th_Millennium
91937,38th Millennium,https://warhammer40k.fandom.com/wiki/38th_Millennium
91938,33rd Millennium,https://warhammer40k.fandom.com/wiki/33rd_Millennium
91998,Acolytes,https://warhammer40k.fandom.com/wiki/Acolytes
92014,34th Millennium,https://warhammer40k.fandom.com/wiki/34th_Millennium
92189,6th Moebian Regiment,https://warhammer40k.fandom.com/wiki/6th_Moebian_Regiment
92218,Adeptus Biologis,https://warhammer40k.fandom.com/wiki/Adeptus_Biologis
92271,29th Millennium,https://warhammer40k.fandom.com/wiki/29th_Millennium
92274,37th Millennium,https://warhammer40k.fandom.com/wiki/37th_Millennium
92291,Abeyant,https://warhammer40k.fandom.com/wiki/Abeyant
92301,25th Millennium,https://warhammer40k.fandom.com/wiki/25th_Millennium
92481,19th Millennium,https://warhammer40k.fandom.com/wiki/19th_Millennium
92482,24th Millennium,https://warhammer40k.fandom.com/wiki/24th_Millennium
92510,9836-18 Grave Core,https://warhammer40k.fandom.com/wiki/9836-18_Grave_Core
92579,42nd Millennium,https://warhammer40k.fandom.com/wiki/42nd_Millennium
92636,2nd Millennium,https://warhammer40k.fandom.com/wiki/2nd_Millennium
92720,AGI,https://warhammer40k.fandom.com/wiki/AGI
92976,APM Launcher,https://warhammer40k.fandom.com/wiki/APM_Launcher
93634,Adepta Sororitas Power Armour,https://warhammer40k.fandom.com/wiki/Adepta_Sororitas_Power_Armour
93796,21st Millennium,https://warhammer40k.fandom.com/wiki/21st_Millennium
93797,23rd Millennium,https://warhammer40k.fandom.com/wiki/23rd_Millennium
93799,20th Millennium,https://warhammer40k.fandom.com/wiki/20th_Millennium
93910,Adepta,https://warhammer40k.fandom.com/wiki/Adepta
93956,Acheron,https://warhammer40k.fandom.com/wiki/Acheron
93994,77th Grand Battalion,https://warhammer40k.fandom.com/wiki/77th_Grand_Battalion
45,Age of Strife,https://warhammer40k.fandom.com/wiki/Age_of_Strife
51,Alpha Legion,https://warhammer40k.fandom.com/wiki/Alpha_Legion
1857,Altansar,https://warhammer40k.fandom.com/wiki/Altansar
1980,Air Caste,https://warhammer40k.fandom.com/wiki/Air_Caste
2226,Ahriman,https://warhammer40k.fandom.com/wiki/Ahriman
2672,Alessio Cortez,https://warhammer40k.fandom.com/wiki/Alessio_Cortez
2788,Age of Apostasy,https://warhammer40k.fandom.com/wiki/Age_of_Apostasy
2874,Agri-world,https://warhammer40k.fandom.com/wiki/Agri-world
2908,Alaitoc,https://warhammer40k.fandom.com/wiki/Alaitoc
3133,Agripinaa,https://warhammer40k.fandom.com/wiki/Agripinaa
3161,Alien Hunters,https://warhammer40k.fandom.com/wiki/Alien_Hunters
3169,Adrenal Glands,https://warhammer40k.fandom.com/wiki/Adrenal_Glands
3336,Aeldari Titans,https://warhammer40k.fandom.com/wiki/Aeldari_Titans
4068,Age of Technology,https://warhammer40k.fandom.com/wiki/Age_of_Technology
6851,Aerius,https://warhammer40k.fandom.com/wiki/Aerius
7268,Age of the Imperium,https://warhammer40k.fandom.com/wiki/Age_of_the_Imperium
7879,Age of Terra,https://warhammer40k.fandom.com/wiki/Age_of_Terra
8045,Aeldari Mythology,https://warhammer40k.fandom.com/wiki/Aeldari_Mythology
8236,Alpharius Omegon,https://warhammer40k.fandom.com/wiki/Alpharius_Omegon
8434,Administratum,https://warhammer40k.fandom.com/wiki/Administratum
8725,Amasec,https://warhammer40k.fandom.com/wiki/Amasec
8735,Alpharius,https://warhammer40k.fandom.com/wiki/Alpharius
10773,Ahzek Ahriman,https://warhammer40k.fandom.com/wiki/Ahzek_Ahriman
11344,Aeldari Lexicon,https://warhammer40k.fandom.com/wiki/Aeldari_Lexicon
11737,Age of Progress,https://warhammer40k.fandom.com/wiki/Age_of_Progress
11770,Agri-World,https://warhammer40k.fandom.com/wiki/Agri-World
11772,Agri-Worlds,https://warhammer40k.fandom.com/wiki/Agri-Worlds
11773,Agri-worlds,https://warhammer40k.fandom.com/wiki/Agri-worlds
11870,Adharon's Reavers,https://warhammer40k.fandom.com/wiki/Adharon%27s_Reavers
13123,Alicia Dominica,https://warhammer40k.fandom.com/wiki/Alicia_Dominica
14160,Adeptus Titanicus,https://warhammer40k.fandom.com/wiki/Adeptus_Titanicus
14653,Al'rahem,https://warhammer40k.fandom.com/wiki/Al%27rahem
15152,Alber vander Trake,https://warhammer40k.fandom.com/wiki/Alber_vander_Trake
15939,An'ggrath the Unbound,https://warhammer40k.fandom.com/wiki/An%27ggrath_the_Unbound
15942,Anarkh'ad'nron,https://warhammer40k.fandom.com/wiki/Anarkh%27ad%27nron
15943,An'kha'arak,https://warhammer40k.fandom.com/wiki/An%27kha%27arak
15955,Aetaos'rau'keres,https://warhammer40k.fandom.com/wiki/Aetaos%27rau%27keres
16025,Anakwanar Sek,https://warhammer40k.fandom.com/wiki/Anakwanar_Sek
16482,Adulators,https://warhammer40k.fandom.com/wiki/Adulators
17675,Ahazra Redth,https://warhammer40k.fandom.com/wiki/Ahazra_Redth
18548,Age of Darkness (Anthology),https://warhammer40k.fandom.com/wiki/Age_of_Darkness_(Anthology)
20614,Aett,https://warhammer40k.fandom.com/wiki/Aett
23631,Aliens,https://warhammer40k.fandom.com/wiki/Aliens
23632,Alien,https://warhammer40k.fandom.com/wiki/Alien
24807,Altar Brethren,https://warhammer40k.fandom.com/wiki/Altar_Brethren
25461,Anbaric Claw,https://warhammer40k.fandom.com/wiki/Anbaric_Claw
25583,Airbursting Fragmentation Projector,https://warhammer40k.fandom.com/wiki/Airbursting_Fragmentation_Projector
25836,Alexis Polux,https://warhammer40k.fandom.com/wiki/Alexis_Polux
28505,Anathame,https://warhammer40k.fandom.com/wiki/Anathame
31288,Ambition-class Cruiser,https://warhammer40k.fandom.com/wiki/Ambition-class_Cruiser
31815,Agripinaa Sector,https://warhammer40k.fandom.com/wiki/Agripinaa_Sector
31848,Anathrax,https://warhammer40k.fandom.com/wiki/Anathrax
32191,Aeonstave,https://warhammer40k.fandom.com/wiki/Aeonstave
39754,Aegis Armour,https://warhammer40k.fandom.com/wiki/Aegis_Armour
41341,Amon,https://warhammer40k.fandom.com/wiki/Amon
41607,Advanced Stabilisation System,https://warhammer40k.fandom.com/wiki/Advanced_Stabilisation_System
41608,Advanced Targeting System,https://warhammer40k.fandom.com/wiki/Advanced_Targeting_System
46177,"Alien Hunters (Warhammer 40,000)","https://warhammer40k.fandom.com/wiki/Alien_Hunters_(Warhammer_40,000)"
52049,Anberic Claw,https://warhammer40k.fandom.com/wiki/Anberic_Claw
60181,Aegis Dreadnought,https://warhammer40k.fandom.com/wiki/Aegis_Dreadnought
60330,Aerial Drone Mine,https://warhammer40k.fandom.com/wiki/Aerial_Drone_Mine
61103,Agaith,https://warhammer40k.fandom.com/wiki/Agaith
63271,Agathean Domain,https://warhammer40k.fandom.com/wiki/Agathean_Domain
65277,Amalathian,https://warhammer40k.fandom.com/wiki/Amalathian
65312,Amalathians,https://warhammer40k.fandom.com/wiki/Amalathians
65676,Amaranthine Syndicate,https://warhammer40k.fandom.com/wiki/Amaranthine_Syndicate
65727,Adrastia,https://warhammer40k.fandom.com/wiki/Adrastia
65793,Anakatis Kul Blade-Slave,https://warhammer40k.fandom.com/wiki/Anakatis_Kul_Blade-Slave
66743,Ambull,https://warhammer40k.fandom.com/wiki/Ambull
70751,Alaric Prime,https://warhammer40k.fandom.com/wiki/Alaric_Prime
71485,Alaxxes Nebula,https://warhammer40k.fandom.com/wiki/Alaxxes_Nebula
71489,Aghoru Campaign,https://warhammer40k.fandom.com/wiki/Aghoru_Campaign
71778,Agathon,https://warhammer40k.fandom.com/wiki/Agathon
72321,Amalathianism,https://warhammer40k.fandom.com/wiki/Amalathianism
72564,Age of Darkness,https://warhammer40k.fandom.com/wiki/Age_of_Darkness
72569,All That Remains (Short Story),https://warhammer40k.fandom.com/wiki/All_That_Remains_(Short_Story)
74699,Aeldari,https://warhammer40k.fandom.com/wiki/Aeldari
75139,Alien Hunter,https://warhammer40k.fandom.com/wiki/Alien_Hunter
75144,Aeonic Orb,https://warhammer40k.fandom.com/wiki/Aeonic_Orb
75214,Aldrik Voldus,https://warhammer40k.fandom.com/wiki/Aldrik_Voldus
75259,An'ggrath,https://warhammer40k.fandom.com/wiki/An%27ggrath
75263,Adsecularis,https://warhammer40k.fandom.com/wiki/Adsecularis
75449,Aeldari Empire,https://warhammer40k.fandom.com/wiki/Aeldari_Empire
75787,Aggressor,https://warhammer40k.fandom.com/wiki/Aggressor
75788,Aggressor Squad,https://warhammer40k.fandom.com/wiki/Aggressor_Squad
76834,Aeronautica Imperialis,https://warhammer40k.fandom.com/wiki/Aeronautica_Imperialis
77504,Adrastapol,https://warhammer40k.fandom.com/wiki/Adrastapol
78134,Allegiance (Short Story),https://warhammer40k.fandom.com/wiki/Allegiance_(Short_Story)
78382,After Desh'ea (Anthology Short Story),https://warhammer40k.fandom.com/wiki/After_Desh%27ea_(Anthology_Short_Story)
78694,Adrathic Weapons,https://warhammer40k.fandom.com/wiki/Adrathic_Weapons
78696,Adrastus Bolt Caliver,https://warhammer40k.fandom.com/wiki/Adrastus_Bolt_Caliver
78702,Adrathic Destructor,https://warhammer40k.fandom.com/wiki/Adrathic_Destructor
78703,Adrathic Devastator,https://warhammer40k.fandom.com/wiki/Adrathic_Devastator
78704,Adrathic Exterminator,https://warhammer40k.fandom.com/wiki/Adrathic_Exterminator
79008,Allarus Custodian,https://warhammer40k.fandom.com/wiki/Allarus_Custodian
79038,Allarus Pattern Terminator Armour,https://warhammer40k.fandom.com/wiki/Allarus_Pattern_Terminator_Armour
79049,Aegis Pattern Terminator Armour,https://warhammer40k.fandom.com/wiki/Aegis_Pattern_Terminator_Armour
79106,Agamatus Jetbike Squad,https://warhammer40k.fandom.com/wiki/Agamatus_Jetbike_Squad
79127,Amon Tauromachian,https://warhammer40k.fandom.com/wiki/Amon_Tauromachian
79212,Aiolos Missile Launcher,https://warhammer40k.fandom.com/wiki/Aiolos_Missile_Launcher
79911,Admiral,https://warhammer40k.fandom.com/wiki/Admiral
79986,Adnector Concillium,https://warhammer40k.fandom.com/wiki/Adnector_Concillium
80193,Amontep II,https://warhammer40k.fandom.com/wiki/Amontep_II
80328,Age of Shadow,https://warhammer40k.fandom.com/wiki/Age_of_Shadow
80685,Aexe Cardinal,https://warhammer40k.fandom.com/wiki/Aexe_Cardinal
80688,Aexe-Cardinal,https://warhammer40k.fandom.com/wiki/Aexe-Cardinal
80961,Aegis Defence Line,https://warhammer40k.fandom.com/wiki/Aegis_Defence_Line
81214,Airtorch Canister,https://warhammer40k.fandom.com/wiki/Airtorch_Canister
81331,Amendera Kendel,https://warhammer40k.fandom.com/wiki/Amendera_Kendel
81520,Aegis Terminator Armour,https://warhammer40k.fandom.com/wiki/Aegis_Terminator_Armour
81588,Agoniser,https://warhammer40k.fandom.com/wiki/Agoniser
82018,Ambot,https://warhammer40k.fandom.com/wiki/Ambot
82084,Aeldari Gods,https://warhammer40k.fandom.com/wiki/Aeldari_Gods
82501,Alchemicus Familiar,https://warhammer40k.fandom.com/wiki/Alchemicus_Familiar
83940,Age of the Dark Imperium,https://warhammer40k.fandom.com/wiki/Age_of_the_Dark_Imperium
83948,Alanthrasil Swiftblade,https://warhammer40k.fandom.com/wiki/Alanthrasil_Swiftblade
84113,Aeldari Corsairs,https://warhammer40k.fandom.com/wiki/Aeldari_Corsairs
84114,Aeldari Corsair,https://warhammer40k.fandom.com/wiki/Aeldari_Corsair
84310,Amar Astarte,https://warhammer40k.fandom.com/wiki/Amar_Astarte
84318,Adrax Agatone,https://warhammer40k.fandom.com/wiki/Adrax_Agatone
84622,Ag'Ni,https://warhammer40k.fandom.com/wiki/Ag%27Ni
84623,Amenophis IV,https://warhammer40k.fandom.com/wiki/Amenophis_IV
84639,Adrielle Quist,https://warhammer40k.fandom.com/wiki/Adrielle_Quist
84643,Aeldari Pantheon,https://warhammer40k.fandom.com/wiki/Aeldari_Pantheon
84675,Anastasia Arkelius,https://warhammer40k.fandom.com/wiki/Anastasia_Arkelius
84842,Alaxis McKale,https://warhammer40k.fandom.com/wiki/Alaxis_McKale
84906,Age of Terra (Age of Progress),https://warhammer40k.fandom.com/wiki/Age_of_Terra_(Age_of_Progress)
84918,Age of Redemption,https://warhammer40k.fandom.com/wiki/Age_of_Redemption
85095,Alric,https://warhammer40k.fandom.com/wiki/Alric
85206,Ahhotekh,https://warhammer40k.fandom.com/wiki/Ahhotekh
85207,Ahhotek,https://warhammer40k.fandom.com/wiki/Ahhotek
85264,Aletris,https://warhammer40k.fandom.com/wiki/Aletris
85301,Ahmontekh,https://warhammer40k.fandom.com/wiki/Ahmontekh
85416,Ailill Nuada,https://warhammer40k.fandom.com/wiki/Ailill_Nuada
85485,Alphos,https://warhammer40k.fandom.com/wiki/Alphos
